0, 50, [168.0, 540.0, 15000.0], [252.0, 617.0, 26250.0], 597.0, 7338.25333333, 10030.3100731
1, 50, [236.0, 590.0, 23750.0], [252.0, 617.0, 26250.0], 608.5, 7936.83333333, 10926.8422297
2, 50, [262.0, 594.0, 20000.0], [278.0, 616.0, 25000.0], 613.0, 8309.54666667, 11510.0310197
3, 50, [244.0, 625.0, 30625.0], [262.0, 580.0, 31875.0], 619.5, 9397.68, 12874.7162761
4, 50, [264.0, 620.0, 29375.0], [258.0, 633.0, 32500.0], 623.0, 9700.1, 13312.5741857
5, 50, [288.0, 610.0, 29375.0], [306.0, 639.0, 31250.0], 624.0, 10178.0333333, 13845.4035629
6, 50, [256.0, 632.0, 32500.0], [306.0, 639.0, 31250.0], 627.0, 10244.2066667, 13967.5977941
7, 50, [298.0, 609.0, 30625.0], [292.0, 650.0, 30625.0], 631.5, 10466.9666667, 14281.5824205
8, 50, [270.0, 616.0, 35000.0], [314.0, 637.0, 30000.0], 632.5, 10461.74, 14299.5298172
9, 50, [282.0, 625.0, 35000.0], [308.0, 649.0, 31875.0], 638.0, 10839.0333333, 14743.0923226
10, 50, [296.0, 645.0, 31875.0], [342.0, 631.0, 30625.0], 639.0, 10966.5933333, 14916.6431877
