individual,fitness values
[3, 7, 6, 6, 3, 7, 2, 6, 6, 7, 5, 5, 3, 3, 6, 3, 7, 2, 7, 6, 3, 4, 2, 7, 5, 2, 5, 7, 7, 2, 2, 7, 6, 7, 5, 6],[292.000000,646.000000,28750.000000]
[7, 7, 7, 3, 5, 1, 1, 5, 6, 7, 7, 5, 2, 7, 7, 5, 7, 5, 3, 5, 5, 4, 1, 6, 3, 1, 2, 7, 2, 2, 7, 6, 3, 7, 6, 3],[328.000000,632.000000,25625.000000]
[3, 7, 6, 6, 3, 7, 2, 6, 6, 7, 5, 5, 3, 3, 6, 3, 7, 2, 7, 6, 3, 4, 2, 7, 5, 2, 5, 7, 7, 2, 2, 7, 6, 7, 3, 6],[292.000000,645.000000,30000.000000]
[7, 7, 7, 5, 2, 6, 1, 5, 6, 7, 7, 5, 2, 7, 7, 5, 7, 5, 3, 5, 5, 4, 7, 6, 6, 4, 4, 7, 6, 2, 7, 5, 6, 7, 5, 6],[332.000000,635.000000,18750.000000]
[7, 7, 1, 6, 3, 7, 2, 6, 6, 7, 5, 5, 3, 3, 6, 3, 7, 2, 7, 6, 3, 4, 1, 7, 3, 1, 3, 7, 6, 4, 7, 2, 7, 7, 4, 3],[266.000000,600.000000,35000.000000]
[3, 7, 6, 6, 3, 7, 2, 6, 6, 7, 5, 5, 3, 3, 6, 3, 7, 2, 7, 6, 3, 4, 2, 7, 5, 2, 5, 7, 7, 3, 7, 6, 3, 7, 6, 5],[268.000000,637.000000,31875.000000]
[5, 7, 7, 5, 2, 6, 1, 5, 6, 7, 7, 5, 2, 7, 7, 5, 7, 5, 3, 5, 5, 4, 2, 6, 6, 2, 5, 7, 7, 2, 2, 7, 6, 7, 5, 6],[316.000000,645.000000,19375.000000]
[3, 7, 6, 6, 3, 7, 2, 6, 7, 7, 5, 5, 3, 3, 7, 3, 7, 2, 7, 6, 3, 7, 1, 6, 3, 1, 3, 7, 7, 2, 2, 7, 6, 7, 5, 6],[290.000000,635.000000,31250.000000]
[3, 7, 6, 6, 3, 7, 2, 6, 6, 7, 5, 5, 3, 3, 6, 3, 7, 2, 7, 6, 3, 7, 2, 6, 3, 1, 2, 7, 5, 6, 5, 1, 3, 7, 1, 3],[302.000000,634.000000,28125.000000]
[7, 7, 7, 5, 3, 6, 1, 5, 6, 7, 7, 5, 3, 3, 6, 3, 7, 2, 7, 6, 3, 4, 1, 7, 3, 1, 3, 7, 6, 4, 2, 6, 6, 7, 5, 6],[294.000000,618.000000,33125.000000]
[7, 7, 7, 5, 3, 6, 1, 5, 6, 7, 7, 5, 2, 7, 7, 3, 7, 2, 7, 6, 3, 7, 1, 6, 3, 1, 3, 7, 7, 2, 2, 4, 6, 7, 5, 6],[322.000000,625.000000,30625.000000]
[7, 7, 7, 5, 2, 6, 1, 5, 6, 7, 7, 5, 2, 7, 7, 5, 7, 5, 3, 5, 5, 4, 7, 6, 3, 1, 2, 7, 2, 2, 7, 6, 3, 7, 6, 3],[324.000000,634.000000,25000.000000]
[7, 7, 7, 3, 5, 1, 1, 5, 6, 7, 7, 5, 2, 7, 7, 5, 7, 5, 3, 5, 5, 4, 1, 6, 3, 1, 2, 7, 7, 2, 2, 6, 6, 7, 5, 6],[328.000000,635.000000,21875.000000]
[7, 7, 7, 5, 3, 6, 1, 5, 6, 7, 7, 5, 3, 3, 6, 3, 7, 2, 7, 6, 3, 7, 1, 6, 3, 1, 3, 7, 6, 4, 7, 2, 3, 7, 4, 3],[306.000000,613.000000,34375.000000]
[7, 7, 7, 5, 3, 6, 1, 5, 6, 7, 7, 5, 2, 7, 7, 2, 7, 2, 2, 5, 1, 2, 4, 6, 1, 2, 5, 7, 7, 2, 7, 5, 6, 7, 5, 6],[308.000000,636.000000,21250.000000]
[3, 7, 6, 6, 3, 7, 2, 6, 6, 7, 5, 5, 3, 3, 6, 3, 7, 2, 7, 6, 3, 4, 1, 6, 3, 1, 2, 7, 2, 3, 7, 6, 3, 7, 3, 3],[300.000000,629.000000,31875.000000]
[7, 7, 1, 6, 3, 7, 2, 6, 6, 7, 5, 6, 3, 3, 6, 3, 7, 5, 3, 5, 5, 4, 1, 7, 3, 1, 3, 7, 6, 3, 7, 6, 3, 7, 6, 3],[274.000000,614.000000,34375.000000]
