0, 50, [168.0, 540.0, 15000.0], [248.0, 567.0, 30000.0], 601.0, 7503.15333333, 10195.6239879
1, 50, [236.0, 604.0, 15625.0], [248.0, 567.0, 30000.0], 610.5, 8106.81333333, 11063.2450908
2, 50, [256.0, 618.0, 21875.0], [248.0, 567.0, 30000.0], 616.5, 8415.1, 11479.8546865
3, 50, [238.0, 628.0, 28750.0], [292.0, 620.0, 21875.0], 621.0, 8729.20666667, 11910.2457021
4, 50, [248.0, 631.0, 15000.0], [292.0, 620.0, 21875.0], 619.0, 8869.64666667, 12151.6476211
5, 50, [238.0, 623.0, 30625.0], [292.0, 620.0, 21875.0], 620.0, 9427.82666667, 12952.9025961
6, 50, [254.0, 634.0, 28750.0], [278.0, 643.0, 32500.0], 625.0, 9588.6, 13198.1584614
7, 50, [276.0, 634.0, 26250.0], [278.0, 643.0, 32500.0], 627.0, 10060.3333333, 13779.2757762
8, 50, [264.0, 641.0, 30625.0], [278.0, 643.0, 32500.0], 628.0, 10292.1933333, 14083.5528778
9, 50, [298.0, 626.0, 26250.0], [266.0, 648.0, 32500.0], 630.0, 10464.58, 14322.5948009
10, 50, [288.0, 635.0, 24375.0], [266.0, 648.0, 32500.0], 634.5, 10537.8333333, 14412.965109
