generation number, individual number,fitness, string representation of candidate 
0, 0, [248.0, 567.0, 30000.0], [1, 7, 4, 7, 4, 6, 7, 3, 7, 7, 7, 7, 7, 7, 6, 3, 7, 4, 3, 1, 3, 5, 1, 6, 4, 7, 5, 7, 4, 6, 3, 1, 1, 7, 3, 3]
0, 1, [206.0, 605.0, 23750.0], [7, 6, 5, 7, 7, 3, 1, 6, 6, 7, 2, 1, 4, 4, 6, 2, 7, 2, 6, 3, 3, 4, 1, 7, 7, 6, 1, 7, 5, 2, 3, 2, 4, 7, 6, 1]
0, 2, [292.0, 620.0, 21875.0], [7, 6, 2, 2, 6, 5, 3, 6, 7, 7, 3, 6, 7, 4, 7, 4, 7, 3, 7, 4, 4, 1, 5, 7, 1, 7, 1, 7, 4, 6, 6, 7, 6, 7, 2, 5]
0, 3, [228.0, 603.0, 25000.0], [3, 7, 5, 7, 1, 6, 4, 4, 7, 7, 2, 1, 2, 1, 6, 2, 7, 5, 6, 3, 2, 1, 1, 7, 3, 4, 1, 7, 5, 3, 2, 3, 3, 7, 6, 6]
0, 4, [276.0, 608.0, 16250.0], [5, 6, 4, 4, 2, 5, 1, 4, 7, 7, 1, 1, 4, 1, 7, 2, 7, 4, 1, 2, 4, 3, 4, 7, 4, 7, 5, 7, 7, 5, 6, 2, 5, 7, 6, 6]
0, 5, [254.0, 627.0, 23125.0], [2, 6, 2, 5, 6, 7, 3, 3, 6, 7, 7, 6, 4, 5, 6, 6, 7, 5, 1, 3, 5, 3, 2, 7, 7, 6, 7, 7, 1, 6, 6, 1, 1, 7, 7, 2]
0, 6, [224.0, 619.0, 21250.0], [4, 7, 5, 6, 1, 5, 6, 3, 6, 7, 2, 6, 2, 7, 7, 5, 7, 6, 5, 5, 3, 1, 1, 7, 4, 5, 6, 7, 2, 5, 2, 7, 5, 7, 4, 5]
0, 7, [218.0, 606.0, 21875.0], [3, 6, 2, 4, 7, 6, 1, 7, 6, 7, 3, 2, 5, 7, 7, 4, 7, 2, 7, 2, 1, 2, 6, 6, 2, 6, 7, 7, 3, 2, 1, 3, 7, 7, 4, 2]
0, 8, [240.0, 613.0, 21250.0], [7, 6, 2, 1, 6, 1, 4, 2, 6, 7, 5, 1, 6, 1, 6, 4, 7, 5, 1, 7, 7, 6, 4, 7, 1, 6, 5, 7, 5, 3, 3, 6, 2, 7, 7, 7]
0, 9, [254.0, 605.0, 28125.0], [1, 7, 3, 6, 5, 3, 3, 5, 7, 7, 5, 4, 1, 5, 6, 2, 7, 6, 7, 4, 4, 2, 7, 6, 3, 6, 3, 7, 3, 7, 3, 6, 3, 7, 7, 1]
0, 10, [236.0, 603.0, 22500.0], [7, 6, 3, 6, 6, 6, 1, 1, 7, 7, 5, 4, 7, 5, 6, 7, 7, 6, 4, 3, 7, 3, 4, 6, 3, 5, 5, 7, 5, 1, 7, 1, 4, 7, 6, 1]
0, 11, [230.0, 582.0, 21250.0], [3, 6, 4, 6, 7, 4, 4, 6, 7, 7, 1, 2, 5, 3, 7, 4, 7, 7, 1, 6, 7, 4, 6, 7, 4, 2, 2, 7, 3, 2, 4, 6, 2, 7, 2, 1]
0, 12, [230.0, 602.0, 20000.0], [6, 6, 6, 7, 5, 2, 6, 3, 7, 7, 7, 1, 5, 5, 6, 1, 7, 3, 5, 5, 6, 5, 6, 7, 3, 2, 5, 7, 1, 4, 2, 5, 2, 7, 1, 7]
0, 13, [206.0, 600.0, 20000.0], [6, 7, 3, 1, 1, 2, 6, 7, 7, 7, 5, 7, 2, 3, 6, 5, 7, 7, 3, 4, 2, 1, 3, 6, 1, 7, 5, 7, 4, 1, 2, 2, 1, 7, 4, 2]
0, 14, [224.0, 600.0, 19375.0], [2, 6, 1, 2, 6, 2, 7, 4, 6, 7, 4, 7, 4, 6, 6, 2, 7, 1, 5, 2, 5, 3, 7, 7, 3, 5, 2, 7, 7, 2, 7, 4, 1, 7, 6, 4]
0, 15, [266.0, 597.0, 23125.0], [1, 6, 4, 7, 6, 3, 2, 5, 6, 7, 4, 4, 7, 3, 7, 7, 7, 4, 2, 1, 3, 1, 1, 6, 7, 6, 6, 7, 7, 4, 4, 7, 5, 7, 4, 4]
0, 16, [238.0, 602.0, 19375.0], [1, 6, 3, 6, 7, 3, 1, 5, 6, 7, 2, 4, 3, 5, 7, 7, 7, 5, 4, 2, 6, 2, 4, 6, 6, 4, 6, 7, 5, 5, 4, 1, 1, 7, 3, 1]
0, 17, [236.0, 591.0, 18750.0], [4, 7, 1, 6, 6, 6, 4, 2, 7, 7, 2, 3, 5, 4, 7, 4, 7, 6, 1, 5, 5, 6, 3, 7, 6, 6, 4, 7, 4, 6, 5, 7, 6, 7, 5, 1]
0, 18, [234.0, 596.0, 23125.0], [7, 7, 3, 1, 6, 4, 7, 5, 6, 7, 5, 5, 4, 3, 6, 1, 7, 6, 4, 6, 7, 7, 1, 6, 6, 5, 6, 7, 4, 7, 4, 5, 1, 7, 3, 3]
0, 19, [216.0, 581.0, 21250.0], [3, 7, 4, 6, 6, 2, 6, 7, 7, 7, 3, 4, 6, 1, 7, 3, 7, 3, 7, 7, 2, 1, 7, 6, 5, 7, 5, 7, 4, 2, 1, 4, 1, 7, 5, 1]
0, 20, [270.0, 600.0, 20625.0], [5, 6, 6, 1, 1, 2, 3, 3, 6, 7, 3, 1, 1, 1, 7, 4, 7, 6, 7, 2, 5, 3, 1, 6, 2, 6, 6, 7, 7, 3, 3, 4, 3, 7, 5, 3]
0, 21, [214.0, 594.0, 23750.0], [5, 7, 2, 2, 6, 4, 3, 7, 7, 7, 4, 7, 3, 3, 6, 1, 7, 2, 1, 1, 4, 4, 7, 7, 5, 1, 6, 7, 3, 2, 6, 5, 3, 7, 2, 4]
0, 22, [214.0, 620.0, 18750.0], [5, 7, 5, 7, 5, 4, 5, 2, 7, 7, 7, 7, 4, 2, 6, 2, 7, 3, 4, 6, 2, 1, 1, 6, 6, 2, 7, 7, 1, 2, 3, 2, 7, 7, 4, 6]
0, 23, [198.0, 616.0, 18750.0], [4, 7, 6, 4, 5, 2, 5, 5, 6, 7, 2, 1, 1, 7, 7, 7, 7, 6, 3, 3, 5, 3, 1, 6, 7, 5, 1, 7, 1, 5, 6, 2, 6, 7, 6, 1]
0, 24, [240.0, 613.0, 18750.0], [5, 7, 1, 2, 2, 6, 5, 3, 6, 7, 4, 6, 7, 2, 7, 5, 7, 7, 6, 5, 7, 2, 1, 6, 2, 5, 1, 7, 2, 2, 7, 7, 1, 7, 4, 1]
0, 25, [256.0, 583.0, 24375.0], [5, 7, 4, 5, 3, 4, 5, 1, 6, 7, 5, 3, 2, 4, 6, 3, 7, 4, 6, 2, 3, 1, 7, 6, 3, 6, 1, 7, 4, 2, 5, 1, 3, 7, 6, 3]
