individual,fitness values
[4, 7, 7, 7, 6, 7, 5, 2, 6, 7, 3, 5, 3, 7, 6, 7, 7, 3, 7, 2, 5, 1, 2, 6, 5, 5, 5, 7, 5, 2, 3, 5, 5, 7, 3, 5],[276.000000,652.000000,24375.000000]
[5, 7, 7, 4, 3, 4, 7, 7, 6, 7, 7, 5, 6, 7, 6, 3, 7, 4, 3, 4, 4, 4, 3, 6, 4, 4, 6, 7, 1, 1, 1, 3, 1, 7, 6, 7],[302.000000,589.000000,26875.000000]
[1, 6, 6, 7, 7, 3, 2, 7, 7, 7, 1, 3, 5, 7, 6, 7, 7, 3, 7, 2, 5, 1, 2, 6, 5, 5, 5, 7, 5, 2, 3, 5, 5, 7, 3, 5],[312.000000,652.000000,21875.000000]
[1, 6, 6, 7, 7, 3, 2, 7, 7, 7, 1, 6, 7, 3, 6, 6, 7, 5, 5, 7, 2, 5, 5, 7, 2, 3, 1, 7, 1, 6, 6, 5, 2, 7, 4, 2],[306.000000,645.000000,23125.000000]
[4, 6, 6, 4, 6, 2, 5, 1, 7, 7, 6, 6, 2, 2, 7, 6, 7, 5, 2, 2, 2, 5, 5, 7, 2, 4, 7, 7, 2, 3, 3, 7, 2, 7, 5, 1],[328.000000,635.000000,19375.000000]
[1, 6, 6, 7, 7, 3, 2, 7, 7, 7, 1, 6, 7, 3, 6, 6, 7, 5, 5, 7, 1, 6, 1, 7, 1, 1, 2, 7, 2, 3, 3, 4, 5, 7, 3, 5],[300.000000,637.000000,25625.000000]
[7, 6, 6, 7, 7, 3, 2, 7, 7, 7, 1, 6, 1, 3, 6, 7, 7, 3, 7, 2, 5, 1, 2, 6, 5, 5, 5, 7, 5, 2, 3, 6, 5, 7, 3, 3],[302.000000,647.000000,23125.000000]
[5, 7, 7, 4, 6, 7, 3, 3, 6, 7, 1, 3, 5, 7, 6, 3, 7, 6, 7, 2, 3, 2, 5, 6, 1, 4, 7, 7, 7, 4, 2, 2, 3, 7, 3, 3],[264.000000,605.000000,31875.000000]
[5, 7, 7, 4, 6, 7, 5, 2, 6, 7, 3, 5, 3, 5, 7, 3, 7, 3, 7, 2, 7, 1, 3, 6, 5, 6, 5, 7, 6, 6, 3, 3, 5, 7, 3, 3],[258.000000,632.000000,30000.000000]
[4, 7, 7, 7, 6, 7, 5, 2, 6, 7, 3, 5, 3, 5, 7, 3, 7, 7, 5, 4, 7, 1, 2, 6, 5, 5, 5, 7, 5, 2, 3, 5, 5, 7, 3, 3],[270.000000,627.000000,28125.000000]
[4, 7, 7, 7, 6, 7, 5, 5, 6, 7, 5, 5, 3, 7, 6, 7, 7, 3, 7, 2, 5, 1, 2, 6, 5, 5, 5, 7, 5, 2, 3, 5, 5, 7, 3, 5],[290.000000,659.000000,23125.000000]
[4, 7, 7, 7, 6, 7, 5, 5, 6, 7, 5, 7, 7, 4, 7, 6, 7, 4, 3, 5, 3, 1, 6, 6, 3, 1, 2, 7, 2, 3, 3, 6, 2, 7, 5, 2],[296.000000,623.000000,26875.000000]
[5, 7, 7, 4, 3, 4, 7, 7, 6, 7, 7, 5, 5, 7, 6, 3, 7, 3, 7, 2, 3, 2, 3, 6, 1, 1, 3, 7, 5, 1, 3, 3, 1, 7, 7, 3],[270.000000,589.000000,34375.000000]
[2, 7, 7, 7, 7, 7, 5, 2, 6, 7, 3, 5, 3, 7, 6, 3, 7, 3, 7, 2, 5, 1, 2, 6, 5, 5, 5, 7, 5, 2, 3, 5, 5, 7, 3, 5],[290.000000,651.000000,26875.000000]
[7, 7, 7, 7, 4, 4, 3, 3, 6, 7, 4, 3, 3, 6, 6, 7, 7, 3, 7, 2, 3, 1, 2, 6, 5, 6, 5, 7, 6, 3, 3, 6, 5, 7, 3, 3],[250.000000,616.000000,31250.000000]
[1, 6, 6, 7, 7, 3, 2, 7, 7, 7, 1, 6, 7, 3, 6, 6, 7, 5, 5, 7, 2, 5, 5, 6, 2, 4, 7, 7, 2, 3, 3, 7, 2, 7, 5, 3],[308.000000,636.000000,25625.000000]
[1, 6, 6, 7, 7, 3, 5, 5, 6, 7, 5, 5, 3, 7, 6, 7, 7, 3, 7, 2, 5, 1, 2, 6, 5, 5, 5, 7, 5, 2, 3, 5, 5, 7, 3, 5],[304.000000,660.000000,20000.000000]
[4, 7, 7, 7, 7, 3, 2, 7, 7, 7, 1, 3, 5, 7, 6, 5, 7, 3, 3, 2, 5, 1, 2, 6, 5, 5, 5, 7, 5, 2, 3, 5, 5, 7, 3, 6],[314.000000,644.000000,25000.000000]
[4, 7, 7, 7, 6, 7, 5, 2, 6, 7, 3, 7, 7, 4, 7, 6, 7, 4, 3, 5, 3, 1, 6, 6, 3, 5, 5, 7, 5, 2, 3, 5, 5, 7, 3, 5],[290.000000,629.000000,27500.000000]
[2, 7, 7, 7, 7, 7, 5, 2, 6, 7, 3, 5, 3, 7, 6, 3, 7, 3, 7, 2, 5, 1, 2, 6, 5, 3, 2, 7, 2, 3, 3, 2, 4, 7, 2, 4],[262.000000,621.000000,29375.000000]
[7, 7, 7, 7, 6, 7, 5, 2, 6, 7, 3, 7, 7, 4, 7, 6, 7, 4, 3, 5, 3, 1, 6, 6, 3, 3, 2, 7, 2, 3, 3, 2, 4, 7, 2, 4],[278.000000,609.000000,30625.000000]
