individual,fitness values
[5, 7, 7, 1, 5, 4, 4, 7, 6, 7, 4, 4, 5, 3, 7, 5, 7, 2, 1, 7, 4, 4, 6, 6, 4, 6, 7, 7, 4, 5, 4, 6, 4, 7, 4, 4],[334.000000,590.000000,18750.000000]
[5, 7, 7, 1, 5, 3, 6, 2, 6, 7, 6, 5, 5, 5, 6, 5, 7, 6, 1, 7, 4, 4, 6, 6, 4, 6, 7, 7, 4, 5, 5, 7, 4, 7, 4, 4],[318.000000,632.000000,18125.000000]
[5, 6, 6, 4, 3, 1, 3, 3, 6, 7, 7, 3, 7, 3, 6, 7, 7, 3, 1, 7, 4, 4, 6, 6, 4, 6, 7, 7, 4, 5, 5, 7, 4, 7, 4, 4],[322.000000,614.000000,24375.000000]
[6, 6, 6, 4, 3, 1, 3, 3, 6, 7, 7, 3, 7, 3, 6, 7, 7, 4, 1, 7, 4, 4, 6, 6, 4, 6, 7, 7, 4, 5, 5, 7, 4, 7, 4, 4],[326.000000,614.000000,23750.000000]
[6, 6, 6, 1, 5, 3, 6, 2, 6, 7, 6, 5, 5, 5, 6, 5, 7, 6, 1, 1, 6, 7, 6, 7, 7, 5, 5, 7, 5, 3, 7, 7, 7, 7, 5, 5],[316.000000,657.000000,21875.000000]
[5, 6, 6, 4, 3, 1, 3, 3, 6, 7, 7, 3, 7, 3, 6, 7, 7, 3, 1, 7, 7, 2, 4, 6, 7, 2, 2, 7, 4, 1, 1, 6, 5, 7, 2, 5],[316.000000,611.000000,25625.000000]
[1, 7, 3, 6, 3, 1, 3, 3, 6, 7, 7, 3, 7, 3, 6, 7, 7, 3, 1, 5, 3, 6, 1, 7, 1, 6, 3, 7, 5, 3, 3, 5, 4, 7, 4, 6],[254.000000,613.000000,36875.000000]
[5, 7, 7, 3, 7, 3, 4, 7, 6, 7, 6, 3, 2, 7, 6, 2, 7, 5, 1, 7, 4, 4, 6, 6, 4, 6, 6, 7, 4, 5, 5, 4, 4, 7, 4, 4],[324.000000,622.000000,21875.000000]
[5, 6, 6, 4, 3, 1, 3, 3, 6, 7, 7, 3, 7, 3, 6, 7, 7, 6, 1, 1, 6, 7, 6, 6, 7, 5, 5, 7, 5, 3, 7, 7, 5, 7, 5, 5],[284.000000,638.000000,26875.000000]
[1, 7, 3, 6, 3, 1, 3, 3, 6, 7, 7, 3, 7, 3, 6, 7, 7, 3, 1, 5, 3, 6, 1, 7, 1, 6, 3, 7, 5, 3, 3, 5, 4, 7, 6, 1],[252.000000,615.000000,36875.000000]
[5, 6, 6, 4, 5, 3, 6, 2, 6, 7, 6, 5, 5, 5, 6, 5, 7, 4, 1, 7, 4, 4, 6, 6, 4, 5, 7, 7, 4, 5, 5, 7, 4, 7, 4, 4],[328.000000,621.000000,12500.000000]
[4, 7, 3, 3, 7, 3, 4, 7, 6, 7, 7, 3, 7, 3, 6, 7, 7, 4, 1, 1, 4, 4, 6, 6, 4, 6, 5, 7, 4, 5, 5, 6, 4, 7, 4, 4],[314.000000,618.000000,25625.000000]
[5, 7, 2, 2, 6, 4, 6, 4, 6, 7, 7, 2, 6, 3, 6, 7, 7, 3, 2, 5, 3, 7, 6, 6, 7, 5, 5, 7, 5, 3, 7, 7, 5, 7, 5, 5],[246.000000,641.000000,25000.000000]
[5, 6, 6, 4, 3, 1, 3, 3, 6, 7, 7, 3, 7, 3, 6, 7, 7, 3, 1, 5, 3, 1, 1, 7, 1, 6, 7, 7, 5, 3, 7, 5, 1, 7, 3, 1],[304.000000,629.000000,32500.000000]
[5, 7, 6, 4, 3, 2, 3, 3, 6, 7, 7, 3, 7, 3, 6, 7, 7, 6, 1, 1, 6, 7, 6, 7, 1, 5, 6, 7, 5, 3, 3, 2, 5, 7, 6, 5],[268.000000,640.000000,29375.000000]
[6, 7, 3, 3, 7, 3, 4, 3, 6, 7, 6, 3, 2, 7, 7, 3, 7, 2, 4, 7, 3, 2, 1, 6, 7, 3, 1, 7, 5, 3, 3, 5, 1, 7, 6, 6],[244.000000,618.000000,35625.000000]
[1, 7, 3, 6, 3, 1, 3, 3, 6, 7, 7, 3, 7, 3, 6, 7, 7, 3, 1, 5, 3, 6, 1, 7, 4, 6, 6, 7, 4, 5, 5, 3, 4, 7, 4, 4],[294.000000,619.000000,33750.000000]
[5, 6, 6, 4, 3, 1, 3, 3, 6, 7, 7, 3, 7, 3, 6, 7, 7, 6, 2, 5, 3, 7, 6, 7, 7, 5, 5, 7, 5, 3, 1, 3, 5, 7, 5, 4],[262.000000,632.000000,32500.000000]
[5, 6, 6, 4, 3, 1, 3, 3, 6, 7, 6, 5, 5, 5, 6, 5, 7, 6, 1, 1, 6, 7, 6, 7, 6, 5, 5, 7, 5, 3, 7, 7, 7, 7, 3, 2],[294.000000,645.000000,24375.000000]
[5, 6, 6, 4, 3, 1, 3, 3, 6, 7, 7, 3, 7, 3, 6, 7, 7, 6, 2, 5, 3, 7, 6, 6, 6, 5, 5, 7, 5, 3, 7, 7, 7, 7, 3, 7],[288.000000,637.000000,31875.000000]
[6, 6, 6, 4, 3, 1, 6, 2, 6, 7, 6, 5, 3, 5, 6, 5, 7, 6, 1, 7, 4, 4, 6, 7, 4, 6, 7, 7, 4, 5, 4, 6, 4, 7, 4, 4],[336.000000,611.000000,17500.000000]
