0, 50, [214.0, 581.0, 14375.0], [266.0, 586.0, 22500.0], 594.5, 7109.26666667, 9681.98069038
1, 50, [224.0, 600.0, 26250.0], [246.0, 610.0, 25000.0], 608.5, 7738.75333333, 10512.5337301
2, 50, [220.0, 590.0, 26875.0], [246.0, 610.0, 25000.0], 610.5, 7852.24, 10680.6181336
3, 50, [252.0, 638.0, 23125.0], [256.0, 648.0, 24375.0], 615.0, 8059.86, 10938.7884832
4, 50, [282.0, 638.0, 18125.0], [296.0, 643.0, 18125.0], 610.5, 8120.07333333, 11013.3133398
5, 50, [292.0, 609.0, 21250.0], [296.0, 643.0, 18125.0], 623.5, 8172.12, 11115.3840389
6, 50, [288.0, 629.0, 21875.0], [296.0, 643.0, 18125.0], 625.0, 8265.35333333, 11262.9359507
7, 50, [296.0, 643.0, 18125.0], [242.0, 621.0, 28750.0], 625.5, 8528.66666667, 11622.6579735
8, 50, [290.0, 649.0, 21250.0], [242.0, 621.0, 28750.0], 625.0, 8796.96666667, 11975.2972308
9, 50, [290.0, 649.0, 21250.0], [314.0, 591.0, 25000.0], 632.0, 9031.40666667, 12301.1114322
10, 50, [294.0, 606.0, 26250.0], [276.0, 652.0, 24375.0], 633.0, 9025.27333333, 12297.8515847
