0, 50, [168.0, 540.0, 15000.0], [250.0, 638.0, 27500.0], 601.0, 7619.36666667, 10453.5477036
1, 50, [242.0, 630.0, 20000.0], [250.0, 638.0, 27500.0], 617.5, 8394.51333333, 11454.8650583
2, 50, [254.0, 604.0, 24375.0], [290.0, 590.0, 17500.0], 617.0, 8905.72666667, 12123.7939424
3, 50, [230.0, 644.0, 23125.0], [274.0, 646.0, 24375.0], 624.5, 9143.1, 12505.2853918
4, 50, [240.0, 605.0, 31250.0], [282.0, 649.0, 23750.0], 628.0, 9696.82, 13266.5009409
5, 50, [248.0, 615.0, 30000.0], [284.0, 635.0, 40000.0], 634.0, 9940.45333333, 13586.6997099
6, 50, [276.0, 648.0, 24375.0], [284.0, 635.0, 40000.0], 636.0, 10299.9666667, 14120.0363934
7, 50, [278.0, 652.0, 30000.0], [284.0, 635.0, 40000.0], 637.0, 10770.3466667, 14768.8213964
8, 50, [300.0, 628.0, 30625.0], [308.0, 653.0, 35625.0], 646.5, 11427.68, 15636.5219885
9, 50, [310.0, 649.0, 29375.0], [340.0, 628.0, 34375.0], 651.0, 11784.5266667, 16118.175914
10, 50, [318.0, 636.0, 35625.0], [340.0, 628.0, 34375.0], 653.0, 11911.72, 16306.8617075
