individual,fitness values
[2, 6, 6, 2, 3, 4, 6, 3, 6, 7, 7, 7, 3, 2, 6, 7, 7, 6, 1, 5, 6, 3, 4, 7, 2, 3, 5, 7, 7, 1, 2, 3, 3, 7, 3, 3],[260.000000,634.000000,31250.000000]
[3, 7, 6, 2, 3, 4, 6, 3, 6, 7, 7, 7, 3, 2, 6, 7, 7, 6, 1, 5, 6, 3, 4, 7, 2, 3, 5, 7, 6, 1, 2, 3, 3, 7, 6, 3],[236.000000,631.000000,31875.000000]
[2, 6, 5, 5, 6, 5, 3, 2, 7, 7, 2, 5, 3, 2, 7, 7, 7, 6, 1, 5, 6, 3, 4, 7, 2, 3, 7, 7, 7, 1, 2, 3, 3, 7, 4, 3],[256.000000,640.000000,28750.000000]
[6, 7, 5, 7, 7, 4, 6, 3, 6, 7, 7, 7, 3, 2, 6, 7, 7, 6, 1, 5, 6, 3, 4, 6, 2, 3, 5, 7, 7, 1, 2, 3, 3, 7, 3, 3],[248.000000,639.000000,30625.000000]
[6, 7, 5, 7, 7, 5, 7, 6, 7, 7, 7, 4, 7, 7, 6, 5, 7, 6, 1, 5, 6, 3, 4, 6, 2, 3, 5, 7, 6, 1, 2, 3, 3, 7, 6, 3],[274.000000,632.000000,26250.000000]
[3, 7, 5, 7, 7, 5, 7, 6, 7, 7, 7, 4, 7, 2, 7, 5, 7, 5, 6, 3, 6, 4, 2, 6, 3, 3, 6, 7, 4, 1, 2, 3, 3, 7, 3, 3],[280.000000,618.000000,31250.000000]
[6, 7, 5, 7, 7, 5, 7, 6, 7, 7, 7, 4, 7, 4, 7, 5, 7, 6, 6, 3, 6, 4, 3, 6, 6, 1, 1, 7, 6, 1, 2, 3, 3, 7, 3, 3],[290.000000,609.000000,26875.000000]
[2, 6, 6, 2, 3, 4, 6, 3, 6, 7, 7, 4, 2, 3, 6, 1, 7, 7, 7, 2, 6, 7, 4, 7, 2, 3, 2, 7, 2, 7, 6, 3, 2, 7, 2, 2],[290.000000,620.000000,24375.000000]
[7, 7, 5, 7, 7, 5, 7, 6, 7, 7, 7, 4, 7, 7, 6, 5, 7, 3, 5, 4, 1, 4, 2, 6, 3, 3, 6, 7, 4, 1, 2, 3, 3, 7, 3, 3],[290.000000,608.000000,30625.000000]
[3, 7, 5, 7, 7, 5, 7, 6, 7, 7, 7, 4, 7, 7, 6, 5, 7, 5, 6, 5, 6, 3, 4, 6, 2, 3, 5, 7, 5, 1, 2, 3, 3, 7, 3, 3],[272.000000,635.000000,28125.000000]
