0, 50, [168.0, 540.0, 15000.0], [242.0, 599.0, 27500.0], 597.5, 7648.81333333, 10485.8748854
1, 50, [224.0, 609.0, 22500.0], [244.0, 629.0, 23750.0], 609.0, 8227.14, 11261.3153252
2, 50, [238.0, 620.0, 22500.0], [244.0, 629.0, 23750.0], 609.5, 8796.88666667, 12009.1243014
3, 50, [284.0, 598.0, 26875.0], [234.0, 605.0, 32500.0], 613.5, 9006.96, 12405.5483414
4, 50, [226.0, 627.0, 26250.0], [272.0, 627.0, 23750.0], 618.0, 8859.84, 12256.0427703
5, 50, [218.0, 601.0, 32500.0], [272.0, 627.0, 23750.0], 618.0, 8870.49333333, 12263.0591054
6, 50, [286.0, 618.0, 31250.0], [272.0, 627.0, 23750.0], 622.0, 8931.15333333, 12375.5128458
7, 50, [288.0, 638.0, 16875.0], [334.0, 590.0, 18750.0], 619.0, 9066.42, 12624.8528574
8, 50, [296.0, 638.0, 17500.0], [334.0, 590.0, 18750.0], 623.5, 8977.68666667, 12544.1124698
9, 50, [310.0, 626.0, 18125.0], [334.0, 590.0, 18750.0], 621.5, 9160.86666667, 12877.2657474
10, 50, [278.0, 645.0, 18750.0], [334.0, 590.0, 18750.0], 618.5, 9274.49333333, 13067.2604289
