0, 50, [222.0, 572.0, 17500.0], [294.0, 600.0, 22500.0], 598.5, 7363.72, 10043.8108904
1, 50, [206.0, 612.0, 20000.0], [294.0, 600.0, 22500.0], 609.5, 8085.41333333, 11006.3366404
2, 50, [230.0, 578.0, 28125.0], [254.0, 626.0, 23125.0], 613.0, 8577.78, 11701.5154921
3, 50, [268.0, 614.0, 19375.0], [268.0, 604.0, 29375.0], 617.0, 8658.76, 11859.5203797
4, 50, [266.0, 620.0, 25000.0], [286.0, 630.0, 31875.0], 620.5, 8885.3, 12182.1332843
5, 50, [290.0, 628.0, 28125.0], [286.0, 630.0, 31875.0], 622.0, 9362.05333333, 12802.9091807
6, 50, [300.0, 611.0, 20000.0], [286.0, 630.0, 31875.0], 625.5, 9660.72, 13184.9130798
7, 50, [300.0, 625.0, 20000.0], [286.0, 630.0, 31875.0], 632.5, 9878.30666667, 13461.2997287
8, 50, [272.0, 596.0, 30625.0], [326.0, 634.0, 28750.0], 634.0, 10261.76, 13950.0769879
9, 50, [310.0, 632.0, 26875.0], [312.0, 648.0, 31250.0], 635.0, 10449.18, 14204.5105419
10, 50, [268.0, 642.0, 26875.0], [310.0, 639.0, 32500.0], 639.0, 10701.0466667, 14513.8209567
