individual,fitness values
[5, 7, 7, 7, 7, 6, 7, 3, 7, 7, 5, 6, 7, 5, 6, 6, 7, 6, 3, 3, 3, 3, 6, 6, 3, 6, 6, 7, 2, 5, 2, 3, 3, 7, 3, 5],[310.000000,639.000000,32500.000000]
[5, 7, 7, 7, 6, 3, 5, 7, 6, 7, 1, 1, 3, 3, 7, 7, 7, 7, 6, 2, 3, 3, 6, 6, 3, 6, 6, 7, 1, 5, 2, 3, 3, 7, 3, 3],[316.000000,635.000000,35000.000000]
[5, 7, 2, 2, 7, 6, 7, 3, 7, 7, 2, 6, 7, 5, 6, 7, 7, 7, 6, 2, 3, 3, 6, 6, 3, 6, 6, 7, 1, 3, 3, 6, 2, 7, 3, 3],[322.000000,644.000000,30625.000000]
[5, 7, 7, 7, 6, 3, 5, 3, 7, 7, 1, 6, 7, 5, 6, 7, 7, 7, 6, 2, 3, 7, 6, 6, 3, 6, 6, 7, 5, 5, 2, 3, 3, 7, 3, 3],[306.000000,645.000000,33125.000000]
[5, 7, 7, 7, 7, 6, 7, 3, 7, 7, 5, 6, 7, 5, 6, 6, 7, 6, 3, 3, 3, 3, 6, 6, 3, 6, 6, 7, 1, 3, 3, 1, 2, 7, 3, 3],[318.000000,634.000000,33750.000000]
[5, 7, 7, 7, 7, 6, 7, 3, 7, 7, 5, 6, 7, 5, 6, 2, 7, 1, 6, 2, 3, 3, 6, 6, 3, 6, 6, 7, 1, 3, 3, 6, 2, 7, 3, 2],[340.000000,646.000000,30000.000000]
[5, 7, 2, 2, 7, 6, 7, 3, 7, 7, 2, 6, 7, 5, 6, 7, 7, 7, 6, 2, 3, 7, 6, 6, 3, 6, 6, 7, 5, 5, 2, 3, 3, 7, 3, 3],[316.000000,649.000000,31250.000000]
[5, 7, 7, 7, 7, 6, 7, 3, 7, 7, 5, 6, 7, 5, 6, 6, 7, 6, 3, 3, 3, 3, 6, 6, 3, 6, 6, 7, 2, 5, 3, 5, 2, 7, 3, 3],[308.000000,646.000000,31875.000000]
[7, 6, 7, 7, 7, 7, 6, 2, 7, 7, 1, 1, 3, 3, 7, 4, 7, 4, 2, 4, 3, 5, 3, 6, 3, 7, 5, 7, 3, 3, 2, 3, 3, 7, 2, 3],[288.000000,613.000000,35625.000000]
[6, 7, 7, 7, 6, 3, 5, 1, 6, 7, 2, 6, 7, 5, 6, 7, 7, 7, 6, 2, 3, 3, 6, 6, 3, 6, 6, 7, 5, 5, 2, 3, 3, 7, 3, 3],[302.000000,650.000000,31250.000000]
