0, 50, [204.0, 567.0, 13125.0], [234.0, 625.0, 21250.0], 596.0, 7675.6, 10606.9771522
1, 50, [228.0, 600.0, 25625.0], [244.0, 594.0, 34375.0], 605.0, 8729.21333333, 11907.5574319
2, 50, [266.0, 599.0, 19375.0], [244.0, 594.0, 34375.0], 618.5, 9132.19333333, 12459.1409322
3, 50, [276.0, 600.0, 23750.0], [244.0, 594.0, 34375.0], 624.5, 9420.91333333, 12854.078866
4, 50, [266.0, 631.0, 22500.0], [296.0, 634.0, 25625.0], 631.0, 9725.38666667, 13279.8609414
5, 50, [266.0, 624.0, 31875.0], [298.0, 638.0, 25000.0], 632.5, 10161.84, 13910.4250302
6, 50, [244.0, 594.0, 34375.0], [282.0, 630.0, 35625.0], 634.5, 10242.22, 14043.6163115
7, 50, [282.0, 627.0, 33125.0], [282.0, 630.0, 35625.0], 635.5, 10556.1, 14457.0439868
8, 50, [270.0, 637.0, 30000.0], [282.0, 630.0, 35625.0], 635.0, 10827.5266667, 14819.1026709
9, 50, [324.0, 624.0, 33125.0], [278.0, 649.0, 30000.0], 635.0, 11042.8266667, 15133.4508564
10, 50, [310.0, 630.0, 30000.0], [286.0, 648.0, 33125.0], 630.5, 11510.5866667, 15767.7841133
