generation number, individual number,fitness, string representation of candidate 
0, 0, [246.0, 595.0, 25000.0], [1, 6, 7, 6, 1, 1, 2, 3, 6, 7, 7, 4, 4, 6, 6, 1, 7, 4, 4, 2, 3, 7, 1, 7, 3, 2, 2, 7, 4, 7, 6, 1, 1, 7, 3, 2]
0, 1, [240.0, 619.0, 29375.0], [5, 6, 5, 6, 1, 7, 3, 2, 6, 7, 3, 7, 3, 7, 6, 7, 7, 6, 1, 1, 3, 6, 1, 7, 3, 3, 1, 7, 1, 6, 2, 7, 2, 7, 5, 5]
0, 2, [206.0, 588.0, 25000.0], [4, 7, 6, 7, 3, 2, 5, 1, 6, 7, 3, 2, 3, 4, 7, 5, 7, 6, 3, 4, 2, 6, 2, 7, 4, 2, 3, 7, 1, 7, 5, 4, 1, 7, 4, 6]
0, 3, [218.0, 609.0, 21875.0], [1, 6, 5, 3, 2, 5, 5, 7, 7, 7, 2, 4, 5, 6, 7, 4, 7, 5, 5, 3, 2, 5, 5, 7, 3, 7, 1, 7, 4, 5, 7, 5, 4, 7, 6, 6]
0, 4, [210.0, 569.0, 24375.0], [1, 7, 3, 5, 3, 7, 4, 1, 7, 7, 1, 6, 5, 3, 7, 2, 7, 3, 5, 4, 1, 4, 2, 6, 2, 4, 7, 7, 4, 4, 7, 3, 4, 7, 2, 6]
0, 5, [228.0, 595.0, 18750.0], [3, 6, 5, 4, 3, 4, 5, 3, 7, 7, 1, 7, 2, 4, 7, 1, 7, 7, 7, 5, 6, 4, 7, 6, 4, 4, 1, 7, 7, 5, 1, 4, 3, 7, 5, 6]
0, 6, [230.0, 586.0, 26250.0], [6, 7, 1, 1, 5, 4, 3, 3, 6, 7, 1, 1, 7, 2, 6, 7, 7, 6, 4, 6, 1, 7, 2, 6, 3, 3, 6, 7, 4, 4, 7, 7, 2, 7, 3, 7]
0, 7, [244.0, 590.0, 25000.0], [1, 7, 7, 2, 3, 1, 1, 4, 6, 7, 3, 4, 5, 7, 7, 1, 7, 5, 6, 4, 4, 4, 3, 7, 5, 3, 2, 7, 1, 1, 5, 6, 5, 7, 6, 6]
0, 8, [258.0, 609.0, 22500.0], [3, 7, 7, 5, 1, 7, 1, 6, 7, 7, 7, 7, 6, 7, 6, 3, 7, 1, 1, 6, 2, 3, 6, 6, 4, 2, 2, 7, 6, 6, 3, 1, 4, 7, 1, 1]
0, 9, [224.0, 621.0, 28750.0], [3, 6, 1, 5, 6, 4, 7, 3, 6, 7, 7, 7, 3, 2, 6, 7, 7, 6, 1, 5, 6, 3, 4, 7, 2, 3, 5, 7, 7, 1, 2, 3, 3, 7, 3, 6]
0, 10, [224.0, 581.0, 17500.0], [3, 7, 3, 4, 1, 4, 5, 6, 7, 7, 2, 5, 4, 3, 6, 1, 7, 7, 3, 4, 5, 4, 1, 6, 1, 7, 6, 7, 1, 6, 2, 4, 4, 7, 6, 6]
0, 11, [218.0, 602.0, 22500.0], [7, 6, 4, 4, 1, 2, 5, 7, 7, 7, 1, 7, 1, 5, 6, 5, 7, 7, 3, 6, 5, 5, 3, 6, 6, 3, 5, 7, 4, 3, 7, 7, 3, 7, 1, 7]
0, 12, [280.0, 613.0, 20000.0], [6, 7, 5, 7, 7, 5, 7, 6, 7, 7, 7, 4, 7, 4, 7, 5, 7, 5, 6, 3, 6, 4, 3, 6, 6, 1, 1, 7, 6, 5, 1, 5, 4, 7, 2, 4]
0, 13, [222.0, 588.0, 23750.0], [3, 6, 3, 4, 3, 6, 6, 3, 6, 7, 4, 5, 1, 5, 6, 2, 7, 3, 1, 2, 1, 5, 5, 6, 7, 1, 6, 7, 2, 3, 4, 2, 3, 7, 3, 7]
0, 14, [268.0, 633.0, 20625.0], [7, 7, 5, 7, 1, 3, 7, 6, 7, 7, 4, 4, 5, 4, 6, 7, 7, 5, 6, 6, 7, 6, 3, 6, 2, 6, 6, 7, 7, 2, 6, 5, 2, 7, 2, 5]
0, 15, [240.0, 604.0, 14375.0], [6, 6, 4, 1, 1, 4, 2, 3, 6, 7, 1, 7, 6, 2, 6, 1, 7, 3, 1, 6, 5, 7, 6, 6, 3, 5, 7, 7, 5, 6, 5, 5, 4, 7, 4, 5]
