0, 50, [196.0, 575.0, 13750.0], [248.0, 589.0, 28750.0], 598.5, 7617.73333333, 10509.8007648
1, 50, [206.0, 608.0, 21250.0], [242.0, 572.0, 34375.0], 608.0, 8120.57333333, 11235.0906119
2, 50, [250.0, 597.0, 23750.0], [242.0, 572.0, 34375.0], 608.0, 8760.96666667, 12136.9918186
3, 50, [250.0, 608.0, 26875.0], [274.0, 635.0, 33125.0], 616.0, 8974.01333333, 12520.8574323
4, 50, [256.0, 625.0, 21250.0], [274.0, 635.0, 33125.0], 625.0, 9286.77333333, 12941.6631606
5, 50, [276.0, 607.0, 28125.0], [274.0, 635.0, 33125.0], 632.0, 9624.14666667, 13456.9279146
6, 50, [272.0, 629.0, 34375.0], [274.0, 635.0, 33125.0], 631.5, 10347.56, 14378.4287002
7, 50, [272.0, 632.0, 34375.0], [310.0, 611.0, 21250.0], 632.0, 10595.4066667, 14693.4243738
8, 50, [276.0, 646.0, 25625.0], [310.0, 611.0, 21250.0], 635.0, 10172.3, 14170.7587474
9, 50, [278.0, 626.0, 38750.0], [284.0, 654.0, 26875.0], 642.5, 10345.9066667, 14421.4168649
10, 50, [270.0, 657.0, 23125.0], [288.0, 633.0, 41250.0], 644.0, 10677.24, 14831.7071401
